0.0,1.0,0.46010122819627153,0.5927444089753724,1
1.0,1.0,0.588787915812131,0.5749835871510092,0
0.0,0.0,0.4016406919272847,0.6793248321388419,1
1.0,1.0,0.3060759666375992,0.18210750582402757,0
0.0,0.0,0.962847380415031,0.5792453401503395,1
1.0,1.0,0.7281009213924426,0.382788860417118,0
1.0,0.0,0.14266544519129043,0.9070204205904031,1
1.0,0.0,0.7125350438591819,0.6067623733601027,0
1.0,0.0,0.616505735181776,0.5993601834323341,1
1.0,1.0,0.26874389169465385,0.2415259711065164,0
0.0,0.0,0.028767325522239817,0.279021689769102,1
1.0,0.0,0.43709466500566085,0.24033877033048523,0
0.0,0.0,0.15587814262589017,0.9350620373618704,1
1.0,1.0,0.7241088978456394,0.3406667872106023,0
0.0,0.0,0.10775789740363695,0.8347892986711904,1
1.0,1.0,0.7300307164938968,0.2840711389291112,0
0.0,1.0,0.606990217447549,0.5506805596166198,1
1.0,0.0,0.2274290870826432,0.3630415130217123,0
0.0,0.0,0.9722468569081489,0.9788486417050181,1
1.0,0.0,0.8953731242475234,0.4894832349748601,0
0.0,0.0,0.496976550514182,0.978473835121695,1
0.0,1.0,0.7945535238259879,0.07932121218190968,0
0.0,0.0,0.9330979354688452,0.6510919576380368,1
0.0,1.0,0.29377928622405647,0.49765975109945015,0
0.0,0.0,0.44281979072780775,0.36289953644281625,1
1.0,0.0,0.08966191934454237,0.012065928181838825,0
1.0,0.0,0.7892065478127487,0.9203005274812982,1
1.0,0.0,0.41338114003183535,0.03685702080561026,0
0.0,0.0,0.9895717293132769,0.2513037664674528,1
1.0,0.0,0.9017051394762433,0.2508339197055759,0
0.0,1.0,0.6244811725724068,0.8979212700357944,1
1.0,1.0,0.041274500658022295,0.37863369880196973,0
0.0,0.0,0.5870174205507918,0.03669265565421642,1
0.0,1.0,0.00824020038648865,0.37704960621893746,0
1.0,0.0,0.9243720313279663,0.9579613009161625,1
1.0,0.0,0.808339160535109,0.6046367186977873,0
1.0,0.0,0.7021365908689167,0.7816434011793414,1
0.0,1.0,0.8173166672204577,0.6240087244534236,0
0.0,0.0,0.6785688612650612,0.18322438894703263,1
1.0,1.0,0.5864911403939743,0.988173867534824,0
0.0,0.0,0.5852222218181609,0.1559062841776525,1
1.0,0.0,0.3721654934919193,0.15282639439112478,0
0.0,0.0,0.015922830409413113,0.38289853359766535,1
1.0,0.0,0.03311262528286529,0.23181806858385712,0
0.0,0.0,0.27193627646854057,0.7633888269112685,1
1.0,1.0,0.8069684689527015,0.26553936625095587,0
1.0,0.0,0.4360255682675891,0.870572826664788,1
1.0,1.0,0.4067105686266417,0.2330442373115087,0
1.0,0.0,0.6590261777629567,0.6571690642628745,1
1.0,1.0,0.5797955414105028,0.6044319390368057,0
0.0,1.0,0.4453941089142429,0.30774934082131833,1
1.0,1.0,0.8500758233674818,0.11551446677755672,0
0.0,0.0,0.3214906209325361,0.4938265889813085,1
